State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
California,6240.903564,Extended,College,Employed,F,68332,Married,79,23,21,8,Personal Auto,Offer2,Branch,379.2,Four-Door Car,Medsize
California,8053.268897,Premium,College,Disabled,M,17301,Married,105,1,11,5,Personal Auto,Offer2,Call Center,638.543326,Four-Door Car,Small
California,5035.035257,Basic,Doctor,Employed,F,37405,Married,63,8,99,4,Corporate Auto,Offer2,Branch,287.556107,Four-Door Car,Medsize
California,5492.388442,Extended,Bachelor,Employed,M,74271,Divorced,136,1,79,1,Personal Auto,Offer1,Call Center,174.327925,Sports Car,Medsize
California,3657.585449,Extended,Bachelor,Employed,F,62650,Married,92,0,42,1,Personal Auto,Offer2,Branch,148.820742,Four-Door Car,Large
California,5977.410465,Extended,Bachelor,Employed,F,25320,Married,76,10,70,8,Personal Auto,Offer1,Agent,269.065636,Four-Door Car,Large
California,9298.887011,Extended,College,Employed,F,22094,Married,79,2,34,2,Corporate Auto,Offer4,Branch,460.889274,Four-Door Car,Small
California,8725.292767,Premium,Bachelor,Employed,M,69772,Single,112,17,38,9,Personal Auto,Offer3,Branch,537.6,Four-Door Car,Medsize
California,7687.296987,Basic,Bachelor,Unemployed,F,0,Divorced,109,0,5,3,Personal Auto,Offer3,Call Center,523.2,SUV,Medsize
California,9150.137599,Basic,Master,Employed,F,32370,Married,115,2,77,4,Corporate Auto,Offer1,Branch,552,SUV,Medsize
California,20370.76787,Basic,Bachelor,Unemployed,F,0,Single,73,0,21,2,Corporate Auto,Offer1,Branch,525.6,Four-Door Car,Medsize
California,2775.671887,Basic,College,Employed,F,38222,Divorced,71,6,8,1,Personal Auto,Offer2,Call Center,166.78838,Four-Door Car,Medsize
California,7712.057483,Basic,College,Disabled,M,27816,Married,118,4,90,3,Personal Auto,Offer1,Agent,566.4,SUV,Small
California,11472.23701,Basic,College,Employed,M,62134,Single,73,13,14,2,Personal Auto,Offer2,Web,25.333594,Two-Door Car,Medsize
California,4118.588554,Premium,Bachelor,Employed,F,69379,Single,103,14,79,1,Personal Auto,Offer1,Branch,494.4,Two-Door Car,Medsize
California,3450.073829,Extended,Bachelor,Employed,M,68082,Single,88,24,53,1,Personal Auto,Offer2,Web,39.579516,Four-Door Car,Medsize
California,7330.190221,Extended,College,Employed,F,26906,Married,92,17,12,3,Personal Auto,Offer3,Branch,106.528651,Two-Door Car,Medsize
California,3193.156111,Extended,College,Employed,F,80580,Married,81,11,22,1,Personal Auto,Offer4,Web,41.694266,Two-Door Car,Medsize
California,42937.34691,Extended,College,Employed,F,64937,Single,122,27,43,2,Corporate Auto,Offer3,Agent,328.82872,SUV,Medsize
California,8151.719109,Basic,College,Unemployed,M,0,Single,114,9,27,5,Personal Auto,Offer2,Branch,820.8,SUV,Small
California,8622.835375,Basic,Bachelor,Employed,M,97361,Single,73,6,85,2,Corporate Auto,Offer1,Agent,350.4,Four-Door Car,Medsize
California,8936.370357,Premium,Bachelor,Disabled,M,18141,Married,116,2,87,3,Personal Auto,Offer2,Call Center,722.404711,Four-Door Car,Small
California,6480.099944,Extended,Bachelor,Medical Leave,M,18820,Married,95,3,51,8,Personal Auto,Offer1,Branch,456,Two-Door Car,Small
California,2449.789611,Basic,Bachelor,Employed,F,44662,Single,63,3,51,1,Corporate Auto,Offer1,Agent,165.098152,Four-Door Car,Medsize
California,5314.958536,Basic,Master,Employed,M,66467,Married,66,17,65,3,Personal Auto,Offer4,Web,294.705573,Two-Door Car,Medsize
California,3522.480373,Extended,College,Employed,F,90804,Married,87,1,95,1,Personal Auto,Offer1,Agent,169.386126,Four-Door Car,Medsize
California,8132.702789,Basic,Bachelor,Employed,F,36737,Married,102,13,20,8,Corporate Auto,Offer1,Agent,512.861063,Sports Car,Large
California,31758.35391,Extended,Master,Employed,F,44207,Married,99,23,57,2,Corporate Auto,Offer3,Agent,407.638917,Four-Door Car,Medsize
California,19849.73509,Premium,College,Unemployed,M,0,Single,286,3,3,9,Personal Auto,Offer1,Agent,2059.2,Luxury SUV,Small
California,4349.30875,Basic,College,Employed,F,75648,Married,108,28,10,1,Corporate Auto,Offer2,Branch,112.660916,SUV,Large
California,20878.41013,Extended,College,Employed,M,50555,Divorced,88,9,45,2,Personal Auto,Offer4,Web,422.4,Four-Door Car,Large
California,3528.044252,Extended,Doctor,Employed,M,31278,Married,92,24,95,1,Personal Auto,Offer1,Branch,441.6,Two-Door Car,Medsize
California,8703.727127,Basic,Master,Employed,F,61897,Married,72,7,79,2,Personal Auto,Offer3,Web,3.406136,Four-Door Car,Medsize
California,8383.677045,Basic,Master,Employed,M,68717,Divorced,70,4,33,2,Personal Auto,Offer4,Branch,810.907059,Four-Door Car,Small
California,3540.206231,Extended,Bachelor,Employed,F,62863,Married,88,18,52,1,Corporate Auto,Offer3,Agent,94.507735,Four-Door Car,Medsize
California,5379.482798,Basic,College,Employed,F,24702,Married,68,13,63,8,Personal Auto,Offer2,Web,214.91451,Four-Door Car,Large
California,2944.780529,Basic,Master,Employed,F,87274,Married,73,2,30,1,Personal Auto,Offer2,Agent,350.4,Four-Door Car,Medsize
California,8028.179882,Basic,Master,Employed,M,56482,Married,199,4,75,1,Personal Auto,Offer4,Call Center,955.2,Luxury SUV,Medsize
California,9470.063102,Extended,College,Employed,F,46530,Married,80,12,46,2,Corporate Auto,Offer1,Agent,118.556928,Four-Door Car,Medsize
California,6674.177684,Basic,College,Unemployed,M,0,Single,189,23,14,1,Personal Auto,Offer4,Branch,1737.320276,Luxury SUV,Large
California,3590.693623,Extended,College,Employed,F,82918,Married,89,28,50,1,Personal Auto,Offer2,Branch,29.828668,Two-Door Car,Small
California,11790.49617,Basic,College,Retired,M,25251,Divorced,66,13,43,2,Personal Auto,Offer2,Web,316.8,Four-Door Car,Medsize
California,5267.760257,Extended,Master,Employed,M,39722,Divorced,133,9,62,1,Personal Auto,Offer1,Call Center,638.4,SUV,Large
California,5745.95924,Basic,Bachelor,Employed,F,51335,Married,71,17,88,9,Personal Auto,Offer1,Branch,171.685669,Four-Door Car,Medsize
California,8845.185533,Basic,Bachelor,Employed,M,45600,Married,113,6,96,3,Personal Auto,Offer1,Agent,617.936885,SUV,Medsize
California,6570.970605,Premium,Master,Employed,F,52951,Single,167,3,43,1,Personal Auto,Offer1,Branch,289.77269,SUV,Small
California,10212.01913,Extended,College,Employed,M,93920,Married,84,20,13,2,Corporate Auto,Offer2,Web,213.027868,Four-Door Car,Medsize
California,2556.674379,Basic,Bachelor,Unemployed,M,0,Single,71,17,22,1,Corporate Auto,Offer1,Agent,340.8,Four-Door Car,Medsize
California,15552.39651,Basic,Bachelor,Unemployed,M,0,Single,64,2,99,2,Personal Auto,Offer1,Call Center,307.2,Four-Door Car,Medsize
California,4904.462754,Basic,Master,Disabled,F,27593,Married,63,31,78,6,Corporate Auto,Offer1,Agent,241.232198,Two-Door Car,Medsize
California,13931.35067,Basic,Bachelor,Employed,M,37695,Married,118,11,62,2,Personal Auto,Offer1,Branch,352.311743,SUV,Medsize
California,7756.437921,Basic,Bachelor,Employed,M,97592,Divorced,65,10,7,2,Personal Auto,Offer4,Agent,312,Four-Door Car,Medsize
California,11232.9821,Basic,College,Unemployed,M,0,Married,74,12,68,2,Personal Auto,Offer2,Call Center,355.2,Four-Door Car,Small
California,17602.51146,Premium,College,Unemployed,F,0,Divorced,161,1,68,2,Corporate Auto,Offer1,Agent,772.8,SUV,Medsize
California,13277.08425,Basic,Bachelor,Employed,M,96402,Married,110,29,41,2,Personal Auto,Offer3,Agent,379.897943,SUV,Medsize
California,19337.90103,Extended,College,Employed,M,26488,Divorced,247,21,39,7,Personal Auto,Offer1,Web,1321.584957,Luxury SUV,Medsize
California,10732.50747,Extended,Doctor,Employed,M,75728,Married,133,24,68,4,Corporate Auto,Offer1,Call Center,44.159065,SUV,Medsize
California,7200.664877,Basic,College,Unemployed,F,0,Married,66,16,77,2,Corporate Auto,Offer2,Agent,316.8,Four-Door Car,Medsize
California,2864.820306,Basic,Bachelor,Unemployed,M,0,Single,109,2,8,1,Personal Auto,Offer3,Call Center,1145.746845,SUV,Small
California,18321.24471,Basic,College,Employed,F,76726,Married,65,27,26,2,Personal Auto,Offer2,Branch,10.36741,Four-Door Car,Medsize
California,4319.145955,Basic,Bachelor,Disabled,F,11811,Married,110,20,20,1,Personal Auto,Offer2,Branch,808.618307,Sports Car,Small
California,5705.899103,Basic,College,Unemployed,F,0,Married,74,2,34,9,Personal Auto,Offer1,Branch,432.4081,Two-Door Car,Medsize
California,6656.15047,Extended,College,Disabled,F,26628,Married,85,15,28,6,Corporate Auto,Offer1,Agent,408,Two-Door Car,Large
California,4905.321482,Basic,Master,Employed,M,46177,Married,61,8,32,8,Personal Auto,Offer1,Web,379.075927,Four-Door Car,Small
California,5620.587184,Basic,Doctor,Employed,M,21142,Single,71,16,79,4,Personal Auto,Offer1,Agent,79.293115,Two-Door Car,Large
California,8382.478392,Basic,Bachelor,Employed,M,25998,Married,71,16,38,2,Personal Auto,Offer2,Call Center,791.878042,Four-Door Car,Medsize
California,2857.992725,Basic,Bachelor,Employed,F,85300,Divorced,73,8,39,1,Corporate Auto,Offer2,Call Center,319.867735,Four-Door Car,Large
California,33288.16185,Premium,College,Employed,F,91541,Married,118,23,3,2,Personal Auto,Offer2,Branch,51.549119,Four-Door Car,Medsize
California,4005.720666,Basic,College,Employed,F,28987,Married,102,8,98,1,Personal Auto,Offer3,Branch,245.693546,SUV,Medsize
California,16272.74322,Basic,Bachelor,Employed,M,83589,Single,103,27,65,2,Personal Auto,Offer3,Agent,366.0396,SUV,Small
California,26232.85024,Basic,Bachelor,Employed,F,35868,Single,110,20,51,2,Personal Auto,Offer2,Branch,528,SUV,Medsize
California,7442.570447,Extended,Bachelor,Employed,M,57517,Single,96,14,61,8,Corporate Auto,Offer2,Web,460.8,Four-Door Car,Medsize
California,8418.573784,Basic,Bachelor,Unemployed,F,0,Married,115,21,62,9,Personal Auto,Offer3,Branch,552,SUV,Medsize
California,2866.595388,Basic,Master,Disabled,F,26924,Married,73,12,80,1,Personal Auto,Offer1,Call Center,262.086021,Four-Door Car,Medsize
California,6638.122296,Premium,Master,Employed,M,21586,Married,167,31,44,1,Personal Auto,Offer4,Agent,801.6,Sports Car,Medsize
California,2530.705137,Basic,Bachelor,Employed,F,89451,Single,63,11,2,1,Personal Auto,Offer2,Web,61.769564,Four-Door Car,Medsize
California,5556.282281,Basic,Bachelor,Employed,F,97424,Married,68,25,13,5,Personal Auto,Offer1,Agent,230.436256,Two-Door Car,Medsize
California,6264.6336,Extended,Bachelor,Unemployed,M,0,Single,89,5,16,3,Corporate Auto,Offer1,Agent,850.175941,Two-Door Car,Medsize
California,5639.402141,Extended,College,Disabled,M,24636,Single,77,5,72,6,Personal Auto,Offer2,Agent,480.925301,Two-Door Car,Medsize
California,3903.383926,Premium,Master,Unemployed,M,0,Single,104,25,87,1,Personal Auto,Offer1,Call Center,499.2,Four-Door Car,Medsize
California,2837.007353,Basic,College,Employed,F,41408,Divorced,73,4,89,1,Corporate Auto,Offer1,Branch,268.710908,Four-Door Car,Medsize
California,12741.84754,Basic,Bachelor,Employed,F,73054,Married,106,34,36,2,Personal Auto,Offer1,Branch,419.365958,SUV,Medsize
California,8888.886826,Basic,College,Employed,M,77104,Married,112,21,65,6,Corporate Auto,Offer1,Agent,436.494292,SUV,Medsize
California,4903.131185,Extended,College,Unemployed,F,0,Married,133,11,95,1,Personal Auto,Offer2,Branch,638.4,SUV,Large
California,2600.002868,Basic,Bachelor,Employed,M,72766,Married,65,23,93,1,Personal Auto,Offer3,Branch,91.464233,Two-Door Car,Medsize
California,4341.363555,Basic,Bachelor,Employed,M,23352,Married,112,0,86,1,Personal Auto,Offer2,Branch,537.6,SUV,Medsize
California,4298.664542,Basic,College,Employed,F,76778,Married,107,31,46,1,Personal Auto,Offer1,Agent,500.665061,SUV,Small
California,2698.048753,Basic,Master,Employed,M,40154,Married,67,24,17,1,Corporate Auto,Offer1,Branch,360.670642,Four-Door Car,Medsize
California,5382.761801,Basic,Bachelor,Employed,F,74888,Married,68,19,36,7,Personal Auto,Offer3,Call Center,335.936021,Two-Door Car,Small
California,5732.686642,Basic,College,Employed,F,39337,Single,74,29,1,9,Personal Auto,Offer1,Agent,277.225868,Four-Door Car,Medsize
California,7089.046071,Extended,Bachelor,Employed,M,28121,Divorced,90,16,0,4,Personal Auto,Offer2,Agent,432,Two-Door Car,Medsize
California,8302.321168,Basic,Master,Employed,M,78032,Married,103,8,49,3,Corporate Auto,Offer3,Agent,323.607074,SUV,Small
California,3371.528475,Basic,College,Unemployed,F,0,Single,102,2,36,1,Personal Auto,Offer1,Agent,489.6,SUV,Medsize
California,14031.70468,Premium,Bachelor,Employed,F,91061,Married,116,22,95,2,Personal Auto,Offer1,Agent,556.8,Four-Door Car,Medsize
California,7126.263963,Extended,Master,Medical Leave,F,22490,Married,90,8,96,8,Personal Auto,Offer1,Agent,88.765534,Two-Door Car,Large
California,27430.14468,Extended,Bachelor,Employed,M,49331,Married,138,3,58,2,Personal Auto,Offer1,Branch,386.258495,SUV,Medsize
California,7019.177186,Basic,College,Retired,M,26806,Married,63,32,19,2,Personal Auto,Offer1,Agent,302.4,Four-Door Car,Medsize
California,24826.89127,Basic,Doctor,Employed,F,67572,Married,102,7,55,2,Personal Auto,Offer1,Branch,296.209127,Sports Car,Small
California,3351.213465,Extended,Bachelor,Employed,F,90213,Married,83,3,12,1,Personal Auto,Offer2,Call Center,398.4,Two-Door Car,Medsize
California,4584.137063,Basic,College,Employed,M,85245,Married,115,6,96,1,Personal Auto,Offer2,Call Center,556.568103,Sports Car,Large
California,5945.616886,Basic,College,Employed,F,65602,Married,73,11,14,3,Personal Auto,Offer3,Agent,61.570877,Four-Door Car,Medsize
California,4785.909313,Basic,College,Unemployed,M,0,Divorced,68,16,12,7,Personal Auto,Offer1,Call Center,199.23876,Four-Door Car,Medsize
California,7275.894536,Basic,Bachelor,Unemployed,M,0,Single,106,24,77,6,Personal Auto,Offer1,Call Center,1247.79856,SUV,Large
California,4940.940943,Basic,College,Unemployed,F,0,Single,71,22,57,9,Personal Auto,Offer3,Agent,511.750971,Four-Door Car,Medsize
California,18635.90451,Basic,College,Disabled,M,11656,Married,70,19,8,2,Personal Auto,Offer3,Agent,336,Two-Door Car,Medsize
California,7507.455372,Basic,College,Employed,M,60920,Single,64,10,61,2,Corporate Auto,Offer2,Agent,231.201886,Two-Door Car,Medsize
California,2130.35457,Basic,College,Unemployed,M,0,Single,62,16,79,1,Corporate Auto,Offer1,Branch,446.4,Two-Door Car,Medsize
California,5067.514799,Basic,Master,Employed,M,74919,Married,63,10,31,9,Personal Auto,Offer2,Branch,206.24435,Four-Door Car,Medsize
California,7822.304151,Extended,Bachelor,Employed,F,33963,Divorced,99,10,3,4,Corporate Auto,Offer4,Web,222.626234,Four-Door Car,Medsize
California,2897.278535,Basic,College,Employed,M,75041,Single,74,30,42,1,Personal Auto,Offer3,Agent,56.05058,Four-Door Car,Medsize
California,18882.63699,Premium,College,Medical Leave,M,24054,Single,176,14,61,2,Personal Auto,Offer1,Branch,1133.801271,SUV,Medsize
California,6273.911874,Extended,College,Retired,F,18577,Divorced,86,21,76,6,Corporate Auto,Offer1,Branch,412.8,Four-Door Car,Medsize
California,7614.830065,Extended,College,Employed,F,35045,Married,96,21,47,5,Personal Auto,Offer1,Agent,420.606785,Four-Door Car,Medsize
California,2117.989147,Basic,Bachelor,Unemployed,M,0,Single,64,0,78,1,Personal Auto,Offer1,Branch,426.248686,Four-Door Car,Medsize
California,2290.681171,Basic,Bachelor,Unemployed,F,0,Single,64,30,85,1,Personal Auto,Offer1,Branch,482.778155,Four-Door Car,Large
California,6521.368813,Extended,College,Employed,F,72608,Married,82,26,19,8,Personal Auto,Offer2,Agent,393.6,Four-Door Car,Medsize
California,16909.92767,Extended,College,Employed,M,65620,Divorced,213,16,0,4,Corporate Auto,Offer3,Agent,766.322388,Luxury Car,Medsize
California,2627.831472,Basic,Bachelor,Employed,M,31964,Married,67,30,90,1,Personal Auto,Offer2,Web,120.060283,Four-Door Car,Medsize
California,6111.053244,Extended,Master,Medical Leave,M,22944,Married,80,26,83,5,Corporate Auto,Offer3,Branch,488.272759,Four-Door Car,Medsize
California,2933.498052,Extended,Master,Unemployed,M,0,Married,78,22,98,1,Personal Auto,Offer1,Branch,398.421636,Four-Door Car,Medsize
California,4325.491222,Basic,College,Employed,M,94242,Divorced,107,15,70,1,Personal Auto,Offer2,Branch,52.121929,SUV,Large
California,43019.01278,Extended,College,Unemployed,M,0,Married,132,24,49,2,Corporate Auto,Offer3,Branch,904.378268,SUV,Large
California,7482.851041,Basic,Bachelor,Unemployed,F,0,Married,101,17,20,3,Corporate Auto,Offer1,Agent,978.257137,SUV,Medsize
California,4929.549699,Basic,Bachelor,Employed,M,25632,Married,63,27,52,7,Personal Auto,Offer2,Call Center,351.270869,Two-Door Car,Medsize
California,2537.667511,Basic,Master,Unemployed,M,0,Married,68,32,28,1,Corporate Auto,Offer2,Branch,326.4,Four-Door Car,Medsize
California,5322.291688,Extended,Bachelor,Employed,F,33681,Single,138,13,21,1,Personal Auto,Offer1,Agent,873.127345,SUV,Large
California,25093.57037,Basic,Master,Employed,M,36007,Married,70,14,85,2,Personal Auto,Offer1,Branch,336,Four-Door Car,Small
California,2656.846648,Basic,College,Medical Leave,F,18834,Married,69,20,89,1,Personal Auto,Offer2,Agent,453.895633,Two-Door Car,Medsize
California,11073.10572,Extended,Master,Employed,M,82807,Divorced,92,15,20,2,Personal Auto,Offer3,Agent,302.458432,Four-Door Car,Medsize
California,5386.512585,Basic,Bachelor,Employed,M,41228,Married,70,2,99,7,Personal Auto,Offer2,Web,336,Two-Door Car,Medsize
California,2702.692335,Basic,College,Disabled,M,22415,Married,69,0,79,1,Personal Auto,Offer3,Branch,352.894843,Four-Door Car,Large
California,2776.748342,Basic,Doctor,Employed,F,30893,Divorced,70,25,13,1,Corporate Auto,Offer3,Branch,85.416096,Four-Door Car,Medsize
California,9065.25926,Premium,Bachelor,Employed,F,40006,Divorced,114,34,18,7,Personal Auto,Offer1,Branch,132.568435,Two-Door Car,Medsize
California,18677.85248,Extended,College,Unemployed,M,0,Married,86,17,14,2,Personal Auto,Offer1,Agent,538.649619,Four-Door Car,Medsize
California,2982.196702,Basic,Bachelor,Employed,M,79523,Married,74,34,40,1,Personal Auto,Offer3,Agent,132.023007,Four-Door Car,Medsize
California,2736.352663,Basic,College,Disabled,M,17533,Married,73,10,1,1,Personal Auto,Offer1,Agent,350.4,Two-Door Car,Medsize
California,5850.451386,Basic,Doctor,Employed,M,24317,Married,73,2,35,3,Corporate Auto,Offer1,Call Center,350.4,Four-Door Car,Medsize
California,5843.614767,Basic,College,Employed,M,77498,Single,74,17,10,5,Personal Auto,Offer1,Branch,249.151199,Two-Door Car,Medsize
California,4015.400868,Basic,Bachelor,Employed,M,28088,Married,102,8,61,1,Personal Auto,Offer1,Agent,489.6,SUV,Small
California,18484.80858,Basic,College,Employed,F,36153,Married,117,27,6,2,Corporate Auto,Offer2,Agent,323.424189,Sports Car,Medsize
California,9191.733549,Basic,Master,Employed,F,23823,Married,115,5,39,6,Corporate Auto,Offer2,Branch,567.48055,Sports Car,Medsize
California,4711.038869,Basic,Bachelor,Employed,M,24843,Married,61,20,17,4,Personal Auto,Offer1,Agent,331.325638,Four-Door Car,Medsize
California,30205.01297,Extended,College,Unemployed,M,0,Married,89,7,4,2,Personal Auto,Offer3,Agent,469.359715,Four-Door Car,Medsize
California,12280.76661,Premium,College,Employed,M,88340,Married,102,16,1,2,Personal Auto,Offer1,Branch,489.6,Two-Door Car,Medsize
California,2980.010499,Extended,College,Medical Leave,F,13535,Married,80,7,53,1,Personal Auto,Offer2,Agent,384,Four-Door Car,Small
California,17223.06591,Basic,College,Employed,M,22346,Single,64,7,44,2,Personal Auto,Offer4,Call Center,307.2,Four-Door Car,Large
California,9498.473472,Extended,College,Unemployed,F,0,Single,90,13,52,2,Personal Auto,Offer4,Call Center,432,Two-Door Car,Medsize
California,2224.555883,Basic,Bachelor,Unemployed,F,0,Single,67,1,77,1,Personal Auto,Offer1,Agent,482.4,Two-Door Car,Small
California,7506.964816,Basic,Bachelor,Unemployed,M,0,Married,67,16,12,2,Corporate Auto,Offer1,Call Center,321.6,Two-Door Car,Medsize
California,5608.819189,Basic,Bachelor,Employed,M,28483,Married,72,18,92,5,Corporate Auto,Offer3,Agent,345.6,Four-Door Car,Medsize
California,2700.676449,Basic,Master,Employed,F,89362,Single,67,8,72,1,Personal Auto,Offer4,Branch,116.209568,Four-Door Car,Medsize
California,4130.382954,Basic,College,Unemployed,F,0,Single,66,30,29,3,Corporate Auto,Offer1,Agent,523.030597,Four-Door Car,Small
California,2966.944264,Extended,College,Unemployed,M,0,Married,81,14,75,1,Personal Auto,Offer1,Branch,388.8,Two-Door Car,Medsize
California,6761.107268,Extended,Bachelor,Employed,F,70829,Divorced,85,14,10,3,Personal Auto,Offer4,Web,553.174109,Four-Door Car,Medsize
California,5747.268347,Basic,Bachelor,Employed,M,23504,Married,73,2,66,8,Personal Auto,Offer4,Call Center,350.4,Four-Door Car,Small
California,5048.512037,Premium,Bachelor,Unemployed,F,0,Single,142,10,51,1,Corporate Auto,Offer1,Agent,880.435943,SUV,Medsize
California,5714.562292,Basic,Bachelor,Employed,F,74905,Single,72,16,35,3,Personal Auto,Offer1,Call Center,167.028453,Four-Door Car,Medsize
California,4392.982538,Basic,Bachelor,Employed,M,33640,Married,113,20,20,1,Corporate Auto,Offer4,Agent,542.4,SUV,Medsize
California,3593.12645,Extended,College,Disabled,F,18213,Divorced,96,12,43,1,Corporate Auto,Offer1,Branch,460.8,Four-Door Car,Large
California,3694.647081,Basic,Bachelor,Unemployed,M,0,Married,102,13,84,1,Personal Auto,Offer3,Call Center,610.617285,SUV,Large
California,4781.821034,Premium,Master,Employed,F,30361,Married,119,28,48,1,Personal Auto,Offer2,Branch,373.289571,Four-Door Car,Medsize
California,3885.456401,Premium,College,Unemployed,M,0,Married,105,3,92,1,Personal Auto,Offer1,Branch,504,Four-Door Car,Large
California,4737.411455,Basic,College,Unemployed,F,0,Single,68,2,26,3,Personal Auto,Offer1,Branch,326.4,Two-Door Car,Small
California,9410.670129,Premium,Bachelor,Employed,M,96060,Married,117,6,57,3,Corporate Auto,Offer1,Branch,561.6,Four-Door Car,Large
California,5878.447428,Basic,College,Employed,F,25398,Married,74,23,2,3,Personal Auto,Offer4,Branch,465.922152,Four-Door Car,Large
California,4547.321823,Basic,Bachelor,Medical Leave,F,29031,Married,61,7,19,3,Personal Auto,Offer2,Agent,292.8,Four-Door Car,Medsize
California,5926.38544,Basic,College,Employed,M,92949,Married,74,21,84,3,Personal Auto,Offer2,Web,337.305815,Two-Door Car,Medsize
California,4873.672682,Basic,Bachelor,Unemployed,F,0,Single,68,3,5,5,Corporate Auto,Offer1,Agent,356.08323,Four-Door Car,Medsize
California,2580.849899,Basic,College,Employed,M,46900,Married,66,13,59,1,Corporate Auto,Offer2,Web,316.8,Four-Door Car,Medsize
California,7083.642205,Premium,College,Employed,M,97024,Married,177,0,68,1,Personal Auto,Offer2,Branch,686.815162,SUV,Medsize
California,4148.570285,Basic,Bachelor,Employed,F,61896,Married,104,25,97,1,Personal Auto,Offer4,Call Center,461.306722,SUV,Medsize
California,2518.743544,Basic,Doctor,Employed,F,39317,Single,64,22,46,1,Personal Auto,Offer2,Branch,77.695607,Four-Door Car,Medsize
California,3843.965188,Extended,Bachelor,Employed,M,43987,Married,96,29,17,1,Personal Auto,Offer2,Call Center,460.8,Four-Door Car,Medsize
California,9075.768214,Basic,Master,Employed,M,37722,Single,116,8,23,8,Personal Auto,Offer1,Agent,158.077504,Sports Car,Medsize
California,2619.337376,Basic,Bachelor,Employed,M,78618,Divorced,66,7,56,1,Corporate Auto,Offer1,Agent,225.578841,Two-Door Car,Medsize
California,15245.25495,Basic,Bachelor,Employed,F,30205,Single,195,24,1,4,Personal Auto,Offer1,Agent,1329.957905,Luxury SUV,Large
California,2615.13922,Basic,College,Employed,M,57023,Single,67,11,59,1,Personal Auto,Offer2,Agent,250.652309,Four-Door Car,Medsize
California,5551.398167,Extended,College,Employed,M,36918,Divorced,76,28,77,3,Personal Auto,Offer1,Branch,364.8,Two-Door Car,Medsize
California,3622.872124,Basic,College,Unemployed,M,0,Single,108,23,52,1,Corporate Auto,Offer1,Branch,1254.177129,SUV,Medsize
California,2845.520933,Basic,Bachelor,Employed,M,86631,Divorced,73,7,44,1,Personal Auto,Offer3,Agent,400.832857,Four-Door Car,Small
California,5500.577411,Extended,College,Employed,F,44019,Married,138,20,60,1,Personal Auto,Offer3,Agent,165.478147,SUV,Medsize
California,3358.532935,Extended,Bachelor,Employed,F,59367,Married,84,6,48,1,Personal Auto,Offer2,Agent,6.880385,Four-Door Car,Medsize
California,11663.98572,Premium,College,Unemployed,F,0,Married,107,12,34,2,Personal Auto,Offer3,Call Center,513.6,Four-Door Car,Small
California,9424.256842,Basic,Master,Employed,M,46897,Married,118,13,11,3,Corporate Auto,Offer1,Agent,322.575677,SUV,Medsize
California,5479.555081,Basic,Master,Employed,M,56005,Married,68,31,30,3,Corporate Auto,Offer1,Branch,326.4,Four-Door Car,Small
California,2114.738469,Basic,Bachelor,Unemployed,F,0,Single,72,30,69,1,Personal Auto,Offer3,Web,518.4,Four-Door Car,Medsize
California,4140.648654,Extended,College,Unemployed,F,0,Divorced,123,5,35,1,Corporate Auto,Offer1,Branch,590.4,SUV,Medsize
California,25464.82059,Extended,College,Retired,F,13663,Single,97,1,66,2,Personal Auto,Offer1,Branch,465.6,Four-Door Car,Small
California,5678.050167,Extended,Bachelor,Unemployed,F,0,Married,76,8,44,3,Personal Auto,Offer2,Agent,364.8,Four-Door Car,Small
California,16261.5855,Extended,Master,Employed,M,60646,Married,134,31,42,2,Personal Auto,Offer2,Agent,643.2,SUV,Medsize
California,4628.995325,Basic,Bachelor,Unemployed,M,0,Single,67,25,21,4,Corporate Auto,Offer1,Branch,482.4,Two-Door Car,Medsize
California,5032.165498,Basic,College,Employed,M,66367,Divorced,64,6,48,3,Personal Auto,Offer2,Call Center,307.2,Two-Door Car,Small
California,4100.398533,Premium,College,Employed,F,47761,Single,104,16,58,1,Personal Auto,Offer1,Branch,541.282007,Four-Door Car,Large
California,23405.98798,Basic,Bachelor,Employed,M,71941,Married,73,18,89,2,Personal Auto,Offer2,Web,198.234764,Four-Door Car,Medsize
California,3096.511217,Extended,College,Employed,F,21604,Divorced,79,14,28,1,Corporate Auto,Offer1,Branch,379.2,Four-Door Car,Medsize
California,8163.890428,Extended,Bachelor,Unemployed,M,0,Single,85,9,37,2,Corporate Auto,Offer1,Branch,790.784983,Four-Door Car,Medsize
California,7524.442436,Extended,College,Employed,M,21941,Married,96,34,3,3,Personal Auto,Offer3,Branch,691.2,Four-Door Car,Large
California,2611.836866,Extended,College,Unemployed,M,0,Single,77,3,90,1,Corporate Auto,Offer4,Call Center,369.6,Two-Door Car,Medsize
